Week,Address,Number of delivered orders,Basket size,Bad rated orders due to wrong or Missing Products,Bad rated orders due to store packaging Issues,Bad rated orders due to store allergy not considered,Bad rated orders due to to  Poor Quality,Cancelled Orders Due to Customer Absent,Cancelled Orders due to Partner Printer/internet issue,Cancelled Orders Due to Partner Products Not Available,Cancelled Orders Due to Partner Store Closed,Cancelled Orders Due to Store Cant Deliver,Refunds to customer,Total Order Complaint,Total Order Cancellation
01-Feb-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",31,€ 17.01,1,0,0,0,0,0,0,0,0,€ 8.50,1,0
08-Feb-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",13,€ 20.10,1,0,0,0,0,0,0,0,0,€ 3.02,1,0
22-Feb-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",20,€ 21.98,1,0,0,0,0,0,0,0,0,€ 10.99,1,0
11-Jan-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",4,€ 25.11,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
15-Mar-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",13,€ 27.56,1,0,0,0,0,0,0,0,0,€ 8.27,1,0
18-Jan-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",31,€ 21.55,0,0,0,0,0,0,0,0,1,€ 0.00,0,1
05-Apr-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",26,€ 20.25,1,0,0,0,0,0,0,0,0,€ 10.12,1,0
12-Apr-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",21,€ 21.23,1,0,0,0,0,0,0,0,0,€ 3.18,1,0
19-Apr-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",17,€ 21.06,1,0,0,0,1,0,0,0,0,€ 6.32,1,1
25-Jan-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",22,€ 18.15,0,0,0,1,0,0,0,0,0,€ 0.00,1,0
24-May-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",13,€ 22.08,1,0,0,0,0,0,0,0,0,€ 6.62,1,0
31-May-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",15,€ 22.50,1,0,0,0,0,0,0,0,0,€ 3.38,1,0
15-Feb-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",19,€ 23.31,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
22-Mar-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",19,€ 22.47,2,0,0,0,0,0,0,0,0,€ 6.74,2,0
29-Mar-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",15,€ 24.17,2,0,0,0,0,0,0,0,0,€ 7.25,2,0
01-Mar-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",19,€ 20.15,0,1,0,0,0,0,0,0,0,€ 0.00,1,0
03-May-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",21,€ 23.44,2,0,0,0,0,0,0,0,0,€ 14.06,2,0
10-May-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",17,€ 20.87,2,0,0,0,0,0,0,0,0,€ 6.26,2,0
08-Mar-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",17,€ 19.66,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
26-Apr-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",19,€ 30.86,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
17-May-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",8,€ 26.83,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
11-Jan-25,"Calle Serrano Jover, 5, 28015 Madrid, España",12,€ 14.41,0,0,0,0,0,0,0,0,1,€ 0.00,0,1
26-Apr-25,"Calle Serrano Jover, 5, 28015 Madrid, España",30,€ 17.56,1,0,0,0,0,0,0,0,0,€ 5.27,1,0
17-May-25,"Calle Serrano Jover, 5, 28015 Madrid, España",41,€ 15.79,1,0,1,0,0,0,0,1,0,€ 2.37,2,1
24-May-25,"Calle Serrano Jover, 5, 28015 Madrid, España",53,€ 15.64,1,0,0,0,1,0,0,0,0,€ 7.82,1,1
28-Dec-20,"Calle Serrano Jover, 5, 28015 Madrid, España",22,€ 19.37,2,0,0,0,0,0,0,1,0,€ 11.62,2,1
08-Feb-25,"Calle Serrano Jover, 5, 28015 Madrid, España",62,€ 16.17,2,0,0,1,2,0,0,0,0,€ 9.70,3,2
08-Mar-25,"Calle Serrano Jover, 5, 28015 Madrid, España",37,€ 19.36,2,0,0,0,0,0,0,0,0,€ 19.36,2,0
22-Mar-25,"Calle Serrano Jover, 5, 28015 Madrid, España",55,€ 14.48,2,0,0,0,0,0,0,0,0,€ 14.48,2,0
29-Mar-25,"Calle Serrano Jover, 5, 28015 Madrid, España",36,€ 16.01,2,0,0,0,0,0,0,0,0,€ 16.01,2,0
03-May-25,"Calle Serrano Jover, 5, 28015 Madrid, España",49,€ 17.83,2,0,0,0,0,0,0,0,0,€ 5.35,2,0
15-Feb-25,"Calle Serrano Jover, 5, 28015 Madrid, España",59,€ 16.41,3,0,0,0,0,0,0,0,0,€ 14.77,3,0
01-Mar-25,"Calle Serrano Jover, 5, 28015 Madrid, España",36,€ 17.36,3,0,0,0,0,0,0,0,0,€ 15.62,3,0
04-Jan-25,"Calle Serrano Jover, 5, 28015 Madrid, España",53,€ 17.85,4,0,1,0,0,0,0,0,0,€ 10.71,5,0
18-Jan-25,"Calle Serrano Jover, 5, 28015 Madrid, España",76,€ 16.48,4,0,1,0,0,2,0,1,0,€ 19.78,5,3
19-Apr-25,"Calle Serrano Jover, 5, 28015 Madrid, España",32,€ 15.98,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
12-Apr-25,"Calle Serrano Jover, 5, 28015 Madrid, España",42,€ 16.18,4,0,0,2,0,0,0,0,0,€ 9.71,6,0
10-May-25,"Calle Serrano Jover, 5, 28015 Madrid, España",57,€ 17.59,4,0,0,0,0,0,0,0,0,€ 21.11,4,0
25-Jan-25,"Calle Serrano Jover, 5, 28015 Madrid, España",77,€ 16.26,5,2,0,1,0,0,0,0,0,€ 24.39,8,0
22-Feb-25,"Calle Serrano Jover, 5, 28015 Madrid, España",46,€ 18.30,5,0,0,0,0,0,0,0,0,€ 13.72,5,0
15-Mar-25,"Calle Serrano Jover, 5, 28015 Madrid, España",50,€ 15.76,5,0,0,0,0,0,1,0,0,€ 11.82,5,1
05-Apr-25,"Calle Serrano Jover, 5, 28015 Madrid, España",40,€ 19.26,5,0,0,2,0,0,0,0,0,€ 14.44,7,0
31-May-25,"Calle Serrano Jover, 5, 28015 Madrid, España",34,€ 19.79,5,0,0,1,0,0,0,2,2,€ 29.68,6,4
01-Feb-25,"Calle Serrano Jover, 5, 28015 Madrid, España",77,€ 16.16,9,0,0,1,0,0,0,0,0,€ 21.82,10,0
11-Jan-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",5,€ 19.13,1,0,0,1,0,0,0,0,0,€ 2.87,2,0
01-Mar-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",40,€ 18.78,1,0,0,0,0,0,0,0,0,€ 2.82,1,0
26-Apr-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",51,€ 22.67,1,0,0,0,0,0,0,0,0,€ 11.34,1,0
24-May-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",40,€ 19.00,1,0,0,0,0,0,0,0,0,€ 5.70,1,0
25-Jan-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",36,€ 18.62,2,0,0,0,0,0,0,0,0,€ 5.59,2,0
22-Feb-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",34,€ 20.46,2,0,0,1,0,0,0,0,0,€ 6.14,3,0
22-Mar-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",36,€ 17.84,2,0,0,0,0,0,0,0,0,€ 5.35,2,0
05-Apr-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",50,€ 19.78,2,0,0,0,0,0,0,0,0,€ 5.93,2,0
04-Jan-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",58,€ 22.33,3,0,0,0,0,0,0,0,0,€ 33.50,3,0
01-Feb-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",44,€ 18.93,3,0,0,0,0,0,0,0,0,€ 17.04,3,0
08-Feb-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",52,€ 19.88,3,0,0,0,0,0,0,0,0,€ 29.82,3,0
15-Feb-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",42,€ 17.29,3,1,0,1,0,0,0,0,1,€ 25.94,5,1
12-Apr-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",40,€ 23.26,3,0,0,0,0,0,0,0,0,€ 34.89,3,0
10-May-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",51,€ 17.37,3,0,0,0,0,0,0,0,0,€ 26.06,3,0
08-Mar-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",43,€ 20.07,4,0,0,0,0,0,0,0,0,€ 24.08,4,0
15-Mar-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",44,€ 20.25,4,0,0,2,0,0,0,0,0,€ 12.15,6,0
29-Mar-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",51,€ 21.94,4,2,0,2,0,0,0,0,0,€ 13.16,8,0
03-May-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",52,€ 20.49,4,0,0,1,0,0,0,0,0,€ 40.98,5,0
28-Dec-20,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",37,€ 18.15,6,0,0,0,0,0,1,0,0,€ 16.34,6,1
19-Apr-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",41,€ 20.16,6,0,0,1,0,0,0,0,0,€ 36.29,7,0
17-May-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",52,€ 20.32,0,0,0,1,0,0,0,0,0,€ 0.00,1,0
18-Jan-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",64,€ 20.91,13,0,0,1,0,0,0,1,0,€ 40.77,14,1
26-Apr-25,"Paseo de la Castellana, 200, Madrid, Spain",48,€ 21.91,1,0,0,1,0,0,0,0,0,€ 6.57,2,0
10-May-25,"Paseo de la Castellana, 200, Madrid, Spain",57,€ 19.20,1,0,0,0,1,0,0,0,0,€ 5.76,1,1
17-May-25,"Paseo de la Castellana, 200, Madrid, Spain",36,€ 18.11,1,0,0,0,0,0,0,0,0,€ 5.43,1,0
11-Jan-25,"Paseo de la Castellana, 200, Madrid, Spain",50,€ 20.52,2,0,0,0,0,0,0,0,0,€ 6.16,2,0
01-Mar-25,"Paseo de la Castellana, 200, Madrid, Spain",43,€ 15.84,2,0,0,0,0,0,0,0,0,€ 15.84,2,0
15-Feb-25,"Paseo de la Castellana, 200, Madrid, Spain",57,€ 17.81,0,0,0,1,0,0,0,0,0,€ 0.00,1,0
22-Mar-25,"Paseo de la Castellana, 200, Madrid, Spain",48,€ 18.99,2,0,0,1,0,0,0,0,0,€ 11.39,3,0
22-Feb-25,"Paseo de la Castellana, 200, Madrid, Spain",45,€ 17.11,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
12-Apr-25,"Paseo de la Castellana, 200, Madrid, Spain",47,€ 19.42,2,0,0,0,0,0,0,0,0,€ 11.65,2,0
19-Apr-25,"Paseo de la Castellana, 200, Madrid, Spain",40,€ 16.39,2,0,0,0,0,0,0,0,0,€ 4.92,2,0
24-May-25,"Paseo de la Castellana, 200, Madrid, Spain",44,€ 15.50,2,0,1,1,0,0,0,0,0,€ 4.65,4,0
31-May-25,"Paseo de la Castellana, 200, Madrid, Spain",51,€ 16.71,2,0,0,0,0,0,0,0,0,€ 5.01,2,0
08-Mar-25,"Paseo de la Castellana, 200, Madrid, Spain",52,€ 18.88,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
04-Jan-25,"Paseo de la Castellana, 200, Madrid, Spain",49,€ 21.39,3,0,0,1,0,0,0,0,0,€ 9.63,4,0
15-Mar-25,"Paseo de la Castellana, 200, Madrid, Spain",56,€ 16.73,0,0,0,1,0,0,0,0,0,€ 0.00,1,0
25-Jan-25,"Paseo de la Castellana, 200, Madrid, Spain",73,€ 18.46,3,0,0,0,0,0,0,0,0,€ 27.69,3,0
29-Mar-25,"Paseo de la Castellana, 200, Madrid, Spain",50,€ 19.71,3,0,0,0,1,0,0,0,0,€ 8.87,3,1
05-Apr-25,"Paseo de la Castellana, 200, Madrid, Spain",38,€ 20.66,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
03-May-25,"Paseo de la Castellana, 200, Madrid, Spain",52,€ 18.98,3,0,0,0,1,0,0,0,0,€ 28.47,3,1
28-Dec-20,"Paseo de la Castellana, 200, Madrid, Spain",29,€ 22.23,4,0,0,0,0,0,0,0,0,€ 26.68,4,0
18-Jan-25,"Paseo de la Castellana, 200, Madrid, Spain",101,€ 18.89,4,0,0,1,1,0,0,0,0,€ 37.78,5,1
01-Feb-25,"Paseo de la Castellana, 200, Madrid, Spain",109,€ 16.29,4,0,0,0,0,0,0,0,0,€ 19.55,4,0
08-Feb-25,"Paseo de la Castellana, 200, Madrid, Spain",76,€ 18.60,5,0,0,1,1,0,0,0,0,€ 27.90,6,1
28-Dec-20,"Calle de Alcantara, 14, Madrid, Spain",50,€ 17.98,1,0,0,1,0,0,0,0,0,€ 2.70,2,0
04-Jan-25,"Calle de Alcantara, 14, Madrid, Spain",141,€ 20.24,2,1,0,1,0,0,0,0,0,€ 12.14,4,0
01-Mar-25,"Calle de Alcantara, 14, Madrid, Spain",83,€ 18.59,2,0,0,0,0,0,0,0,0,€ 11.15,2,0
26-Apr-25,"Calle de Alcantara, 14, Madrid, Spain",99,€ 18.48,2,0,0,0,0,0,0,0,0,€ 18.48,2,0
08-Mar-25,"Calle de Alcantara, 14, Madrid, Spain",98,€ 18.49,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
22-Mar-25,"Calle de Alcantara, 14, Madrid, Spain",99,€ 17.47,3,0,0,1,0,0,0,0,0,€ 7.86,4,0
12-Apr-25,"Calle de Alcantara, 14, Madrid, Spain",98,€ 18.15,3,0,0,0,0,0,0,0,0,€ 8.17,3,0
24-May-25,"Calle de Alcantara, 14, Madrid, Spain",108,€ 19.53,3,0,0,0,0,0,0,1,0,€ 8.79,3,1
19-Apr-25,"Calle de Alcantara, 14, Madrid, Spain",99,€ 16.69,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
17-May-25,"Calle de Alcantara, 14, Madrid, Spain",115,€ 18.02,4,0,0,1,0,0,0,0,0,€ 10.81,5,0
08-Feb-25,"Calle de Alcantara, 14, Madrid, Spain",138,€ 19.10,5,0,0,0,0,0,0,0,0,€ 14.32,5,0
15-Mar-25,"Calle de Alcantara, 14, Madrid, Spain",98,€ 18.69,5,0,0,0,1,0,0,0,0,€ 46.72,5,1
03-May-25,"Calle de Alcantara, 14, Madrid, Spain",120,€ 18.82,5,0,0,1,0,0,0,0,0,€ 14.12,6,0
01-Feb-25,"Calle de Alcantara, 14, Madrid, Spain",130,€ 17.77,6,0,0,0,0,0,0,0,0,€ 53.31,6,0
15-Feb-25,"Calle de Alcantara, 14, Madrid, Spain",106,€ 18.33,6,0,0,0,0,0,0,0,0,€ 32.99,6,0
22-Feb-25,"Calle de Alcantara, 14, Madrid, Spain",102,€ 20.06,6,0,0,0,0,0,0,0,0,€ 18.05,6,0
29-Mar-25,"Calle de Alcantara, 14, Madrid, Spain",85,€ 20.93,6,0,0,0,1,0,0,0,1,€ 37.67,6,2
10-May-25,"Calle de Alcantara, 14, Madrid, Spain",128,€ 19.09,6,0,0,1,0,0,0,0,0,€ 34.36,7,0
31-May-25,"Calle de Alcantara, 14, Madrid, Spain",122,€ 17.80,6,0,1,1,0,0,0,0,0,€ 32.04,8,0
11-Jan-25,"Calle de Alcantara, 14, Madrid, Spain",81,€ 19.05,7,0,0,0,0,0,0,0,0,€ 20.00,7,0
05-Apr-25,"Calle de Alcantara, 14, Madrid, Spain",95,€ 19.17,8,0,0,0,0,0,0,0,0,€ 46.01,8,0
25-Jan-25,"Calle de Alcantara, 14, Madrid, Spain",147,€ 18.23,11,0,0,1,0,0,0,0,0,€ 30.08,12,0
18-Jan-25,"Calle de Alcantara, 14, Madrid, Spain",196,€ 17.25,12,0,0,0,1,0,0,0,0,€ 62.10,12,1
28-Dec-20,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",19,€ 18.39,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
04-Jan-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",39,€ 20.76,1,0,0,1,0,0,0,0,0,€ 16.61,2,0
11-Jan-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",16,€ 20.63,1,0,0,0,0,0,0,0,0,€ 16.50,1,0
01-Feb-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",26,€ 15.66,1,0,0,0,0,0,0,0,0,€ 7.83,1,0
15-Feb-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",20,€ 23.25,1,0,0,0,0,0,0,0,0,€ 11.62,1,0
18-Jan-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",48,€ 17.04,0,0,0,0,0,0,0,2,0,€ 0.00,0,2
25-Jan-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",31,€ 17.64,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
03-May-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",28,€ 18.02,1,0,0,0,0,0,0,0,0,€ 2.70,1,0
10-May-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",17,€ 20.21,1,0,0,0,0,0,0,0,0,€ 10.10,1,0
08-Feb-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",20,€ 16.02,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
22-Feb-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",15,€ 15.42,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
01-Mar-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",30,€ 19.11,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
08-Mar-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",25,€ 17.73,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
15-Mar-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",19,€ 16.82,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
22-Mar-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",20,€ 14.37,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
29-Mar-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",29,€ 17.75,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
05-Apr-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",24,€ 17.68,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
12-Apr-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",25,€ 18.12,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
19-Apr-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",32,€ 18.03,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
26-Apr-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",17,€ 18.11,0,0,0,0,1,0,0,0,0,€ 0.00,0,1
17-May-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",13,€ 16.98,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
24-May-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",3,€ 12.17,0,0,0,0,0,0,0,3,0,€ 0.00,0,3
31-May-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",0,€ 0.00,0,0,0,0,0,0,0,3,0,€ 0.00,0,3
01-Feb-25,"Calle Calderilla, Madrid, Spain",33,€ 25.47,1,0,1,0,0,0,0,0,0,€ 7.64,2,0
08-Feb-25,"Calle Calderilla, Madrid, Spain",27,€ 23.33,1,0,0,0,0,0,0,0,0,€ 7.00,1,0
15-Feb-25,"Calle Calderilla, Madrid, Spain",25,€ 25.73,1,0,0,0,0,0,0,0,0,€ 7.72,1,0
01-Mar-25,"Calle Calderilla, Madrid, Spain",23,€ 26.19,1,0,0,0,0,0,0,0,0,€ 7.86,1,0
08-Mar-25,"Calle Calderilla, Madrid, Spain",17,€ 16.82,1,0,0,0,0,0,0,0,0,€ 2.52,1,0
12-Apr-25,"Calle Calderilla, Madrid, Spain",12,€ 23.36,1,0,0,0,0,0,0,0,0,€ 7.01,1,0
10-May-25,"Calle Calderilla, Madrid, Spain",32,€ 21.70,1,0,0,0,0,0,0,0,0,€ 10.85,1,0
25-Jan-25,"Calle Calderilla, Madrid, Spain",41,€ 23.15,0,0,0,0,0,0,0,4,0,€ 0.00,0,4
17-May-25,"Calle Calderilla, Madrid, Spain",20,€ 20.87,1,0,0,0,0,0,0,0,0,€ 6.26,1,0
18-Jan-25,"Calle Calderilla, Madrid, Spain",64,€ 22.27,2,0,0,1,0,0,0,4,0,€ 6.68,3,4
22-Feb-25,"Calle Calderilla, Madrid, Spain",22,€ 25.02,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
05-Apr-25,"Calle Calderilla, Madrid, Spain",18,€ 23.96,2,0,0,0,0,0,0,0,0,€ 14.38,2,0
24-May-25,"Calle Calderilla, Madrid, Spain",18,€ 20.33,2,0,0,0,0,0,0,0,0,€ 6.10,2,0
15-Mar-25,"Calle Calderilla, Madrid, Spain",31,€ 20.52,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
22-Mar-25,"Calle Calderilla, Madrid, Spain",22,€ 17.87,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
29-Mar-25,"Calle Calderilla, Madrid, Spain",26,€ 24.22,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
19-Apr-25,"Calle Calderilla, Madrid, Spain",22,€ 24.02,0,0,0,1,0,0,0,0,0,€ 0.00,1,0
26-Apr-25,"Calle Calderilla, Madrid, Spain",21,€ 23.31,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
03-May-25,"Calle Calderilla, Madrid, Spain",16,€ 22.83,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
